record_id,deal_name,pipeline,deal_stage,deal_status,deal_amount,deal_forecast,deal_certainty,deal_type,deal_source,deal_brand,deal_notes,deal_category,deal_created_date,deal_close_date,deal_company_id,deal_contact_id,deal_owner,original_stage,original_status,processing_date,transformation_notes
7538,Chara-v1b-Pre-indus,Sales Pipeline,Closed Won,Won,0,25000,100,FTK,Unknown,ICALPS,Finalisation de 3 wafers,Opportunity,45491.38845,45504,3176,25780,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7539,Support pour faisabilite,Studies Pipeline,Closed Dead,Lost,0,0,1,Preetude,Unknown,ICALPS,Projet iDemo,Study,45491.39986,45534,19802,25782,27,Identification,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7541,TTT03,Sales Pipeline,Closed Dead,Lost,0,500000,10,Desogn_Service,Unknown,ICALPS,Tetha + Talita en N3,Opportunity,45491.40295,45657,9103,25588,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7542,CROZET - WP1,Studies Pipeline,Closed Dead,Lost,0,100000,0,Preetude,Unknown,ICALPS,"ASIC Switch ETH Faisabilite pour ASIC complet

Decision qui ne se prend pas c̫te client - �� voir quand le besoin se fera �� nouveau voir",Study,45499.75166,45727,21018,25742,31,Identification,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7543,Chara v1b - Preindus avec EWS et qualif WLCSP,Sales Pipeline,Closed Won,Won,0,286000,100,FTK,Unknown,ICALPS,"mise en place solution de qualif pour puces WLCSP sur socket + qualif sur une soixantaine de circuits
mise en place de la solution EWS et tests de 2 wafers puis livraison en tape & reel",Opportunity,45499.79561,45535,3176,25780,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7544,WESAT-DB130-Amd2-V2,Sales Pipeline,Closed Won,Won,0,25000,100,Desogn_Service,Unknown,ICALPS,Version avec nouveau RTL,Opportunity,45502.59412,45516,18686,23167,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7545,Preindus Charav1b - WP7a,Sales Pipeline,Identified,Active,0,14000,49,FTK,Unknown,ICALPS,Option pour spare probe card EWS,Opportunity,45504.7861,45838,3176,25780,31,Identified,En cours,14/07/2025,Standard mapping applied
7546,MIRZA - WP7 + 8 + 9,Sales Pipeline,Closed Won,Won,0,200000,100,FTK,Unknown,ICALPS,"T̢ches supplementaires avec 
- prototypage FPGA (WP7)
- ajout de fonctions (WP8)
- Travaux LVDS (WP9)",Opportunity,45505.41716,45535,20946,25625,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7547,Addendum Change request DC/DC-UART,Sales Pipeline,Closed Won,Won,0,110000,100,Desogn_Service,Unknown,ICALPS,120k$,Opportunity,45505.65262,45524,20942,25618,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7548,Uranus2 -Amendment 3,Sales Pipeline,Closed Won,Won,0,19200,100,Desogn_Service,Unknown,ICALPS,20 jours supplementaires,Opportunity,45509.47297,45540,11778,NA,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7549,SUMBA - Faisabilite IP petite,Sales Pipeline,Closed Dead,Lost,0,40000,0,Desogn_Service,Unknown,ICALPS,"Reutilisation des elements pour une version plus simple mais avec une criticite sur la taille de la puce

Demarrage par une phase de faisabilite car le client demande aussi de reduire le nombre de layer avec lib moins de tracks (economiser sur prix masques et wafers)",Opportunity,45511.39721,45565,2153,2217,31,Qualified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7550,ZLARIN,Sales Pipeline,Closed Won,Won,0,83000,100,Desogn_Service,Unknown,ICALPS,Essais de synthese,Opportunity,45511.61993,45586,21067,25794,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7551,Grenat - Lot 12-13,Sales Pipeline,Closed Won,Won,0,428660,100,Production,Unknown,ICALPS,Commande de 2 lots Supplementaires,Opportunity,45511.62854,45516,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7552,VULCANO II,Sales Pipeline,Identified,Active,0,2625000,49,FTK,Unknown,ICALPS,Gate Drive Booster ASIC for power semiconductors,Opportunity,45512.40701,45838,20954,NA,39,Identified,En cours,14/07/2025,Standard mapping applied
7553,VULCANO I,Sales Pipeline,Negotiate,Active,0,2000000,1,FTK,Unknown,ICALPS,Isolated DC/DC transformer driver for automotive application,Opportunity,45512.40821,46022,20954,NA,39,Negotiate,En cours,14/07/2025,Standard mapping applied
7556,Grenat - Marge lot 12 et 13,Sales Pipeline,Closed Won,Won,0,21000,100,Production,Unknown,ICALPS,Marges prod,Opportunity,45516.73323,45516,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7557,Miniaturisation POC,Sales Pipeline,Identified,Active,0,25000,25,FTK,Unknown,ICALPS,"Suite presentation du 27/08 au MIC SMH
Besoin de reflechir �� miniaturisation pour leur patch NO / NO2-
Avec potentiellement etude de faisabilite sur Q4'24 pour qu'ils puissent avoir les elements pour leur dep̫t de iDemo

Repousse de 3 mois tous les 3 mois ... peut-̻tre des choses apr̬s l'ete 2025 ... ?",Opportunity,45537.36534,45808,21073,25805,31,Identified,En cours,14/07/2025,Standard mapping applied
7558,Wezen - Amendment 3 - RNG Charac,Sales Pipeline,Identified,Active,0,35000,49,Desogn_Service,Unknown,ICALPS,"Characterization of Customer RNG

Mise au budget pour 2025 ...",Opportunity,45554.67834,45930,2153,2217,31,Identified,En cours,14/07/2025,Standard mapping applied
7559,extra EDA,Sales Pipeline,Closed Won,Won,0,24000,100,FTK,Unknown,ICALPS,licences simulation + pack analogique,Opportunity,45559.38433,45572,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7560,ASIC PM,Sales Pipeline,Closed Dead,Lost,0,2500000,1,FTK,Unknown,ICALPS,Besoin ASIC HV,Opportunity,45561.49138,45624,21071,25800,27,Negotiate,Perdue,14/07/2025,Moved to Closed Dead (lost status)
7561,VESAT-WP3,Sales Pipeline,Closed Dead,Lost,0,700000,1,Desogn_Service,Unknown,ICALPS,Demonstrateur FPGA,Opportunity,45561.49297,45930,19754,24442,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7562,GRENAT-Avenant 24,Sales Pipeline,Closed Won,Won,0,60000,100,FTK,Unknown,ICALPS,Carte de test additionnelle,Opportunity,45573.46253,45593,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7563,VEZAD3-Handoff,Sales Pipeline,Closed Won,Won,0,20000,100,Desogn_Service,Unknown,ICALPS,Hand-off au temps passe,Opportunity,45573.46381,45534,17566,19963,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7564,WEZEN - support indus WP3,Sales Pipeline,Closed Won,Won,0,100000,100,Desogn_Service,Unknown,ICALPS,"Travaux au temps passe avec :
- 50 k��� pour livraisons �� fin 09/24
- 50 k��� pour livraison en 02/25",Opportunity,45575.44569,45596,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7565,RADICUS - prototypage MLM,Sales Pipeline,Closed Won,Won,0,267000,100,FTK,Unknown,ICALPS,Startegie MLM plut̫t que MPW afin d'avoir des wafers complets et pouvoir tester jusqu'�� 400 circuits bons pour montage sur sonde US,Opportunity,45575.68813,45611,3187,3293,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7566,MIRZA Avenant 3,Sales Pipeline,Closed Won,Won,0,10,100,FTK,Unknown,ICALPS,"Selon le nouveau plan demande par ID4US

Redistribution des t̢ches, planning, et plan de facturation ...",Opportunity,45583.59574,45596,20946,25625,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7567,PEGASUS - WP2- ASIC Design kick-off,Sales Pipeline,Closed Won,Won,0,200000,100,FTK,Unknown,ICALPS,"Design only.
Prototyping and industrialization in WP3 & WP4
Order for month 1 while negotiating the contract",Opportunity,45586.32735,45596,21085,26814,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7571,WESAT-DB130-Amdt3,Sales Pipeline,Closed Won,Won,0,20000,100,Desogn_Service,Unknown,ICALPS,Essais de synth̬se,Opportunity,45587.4376,45587,18686,23167,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7572,Grenat-Avenant 25 (TPEC2),Sales Pipeline,Closed Won,Won,0,30000,100,FTK,Unknown,ICALPS,2̬me version du TPEC,Opportunity,45587.442,45593,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7573,Grenat - Regul TPEC,Sales Pipeline,Closed Won,Won,0,8100,100,FTK,Unknown,ICALPS,Regularisation d'heures,Opportunity,45587.44292,45596,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7574,DENEB-Avenant Top,Sales Pipeline,On-Hold,On-Hold,0,157000,80,Desogn_Service,Unknown,ICALPS,Regularisation budget,Opportunity,45587.45138,45688,4299,4629,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7575,PEGASUS - WP2 = ASIC Design Month 1,Sales Pipeline,Closed Won,Won,0,200000,100,FTK,Unknown,ICALPS,"Design only
Prototyping and industrialization in WP3 & WP4",Opportunity,45601.33861,45629,21085,26814,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7576,CYTHERE,Sales Pipeline,On-Hold,On-Hold,0,950000,30,Desogn_Service,Unknown,ICALPS,Appel offre infructueux.,Opportunity,45616.60188,45657,2,26818,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7578,P&R,Sales Pipeline,Closed Dead,Lost,0,215,1,Desogn_Service,Unknown,ICALPS,P&R en 7nm,Opportunity,45616.61093,45688,19891,24533,27,Negotiate,Perdue,14/07/2025,Moved to Closed Dead (lost status)
7580,DARIUS Change Request,Sales Pipeline,Closed Won,Won,0,16000,100,Desogn_Service,Unknown,ICALPS,Avenant 4 �� Mirza,Opportunity,45625.79551,45629,20946,25625,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7581,PEGASUS - WP2 = ASIC Design Month 2,Sales Pipeline,Closed Won,Won,0,160000,100,FTK,Unknown,ICALPS,"Design only
Prototyping and industrialization in WP3 & WP4",Opportunity,45631.5788,45645,21085,26814,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7584,Addendum 2 UART VARIANT + ESD,Sales Pipeline,Closed Won,Won,0,52400,100,Desogn_Service,Unknown,ICALPS,"Addendum Change request, UART VARIANT + ESD",Opportunity,45635.37854,45663,20942,25618,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7585,IP DC/DC Automotive,Sales Pipeline,Closed Dead,Lost,0,1000000,1,Desogn_Service,Unknown,ICALPS,"IP DC/DC Automotive selon specifications.
Projet abandonne",Opportunity,45642.4236,45747,10263,12139,39,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7586,PEGASUS - WP2 = ASIC Design Month 3,Sales Pipeline,Closed Won,Won,0,160000,100,FTK,Unknown,ICALPS,"Design only
Prototyping and industrialization in WP3 & WP4",Opportunity,45645.36078,45685,21085,26814,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7587,PEGASUS - WP3 Prototyping & Pre-Indus,Sales Pipeline,Closed Won,Won,0,1420000,100,FTK,Unknown,ICALPS,WP3 Prototyping and Pre-industrialisation,Opportunity,45645.38277,45747,21085,26814,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7588,PEGASUS - WP4 Industrialisation,Sales Pipeline,Closed Won,Won,0,736660,100,FTK,Unknown,ICALPS,Industrialisation,Opportunity,45645.38434,45747,21085,26814,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7589,ASIC High Temp,Sales Pipeline,Negotiate,Active,0,1490000,10,FTK,Unknown,ICALPS,Specification preliminaire recue,Opportunity,45645.58348,45930,1071,24453,39,Negotiate,En cours,14/07/2025,Standard mapping applied
7590,VILDIUR-ASIC,Sales Pipeline,Negotiate,Active,0,1850000,10,FTK,Unknown,ICALPS,WP1 �� WP4 pour ASIC design,Opportunity,45645.60594,46022,10299,19916,27,Negotiate,En cours,14/07/2025,Standard mapping applied
7591,MAIA2,Sales Pipeline,Design In,Active,0,665000,50,Desogn_Service,Unknown,ICALPS,GF22,Opportunity,45645.638,45869,4345,4750,27,Negotiate,En cours,14/07/2025,Standard mapping applied
7592,P&R SCL,Sales Pipeline,Qualified,Active,0,300000,5,Desogn_Service,Unknown,ICALPS,SCL018,Opportunity,45645.63896,45930,4345,4750,27,Qualified,En cours,14/07/2025,Standard mapping applied
7593,Beemin-Avenant6,Sales Pipeline,Closed Won,Won,0,186800,100,Desogn_Service,Unknown,ICALPS,Travaux sup,Opportunity,45645.64087,45712,1072,19803,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7594,SpiceX,Sales Pipeline,On-Hold,On-Hold,0,250000,50,Desogn_Service,Unknown,ICALPS,Travail sur flot carac,Opportunity,45645.64182,45807,7980,26809,27,Negotiate,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7595,Licences EDA - suite,Sales Pipeline,Closed Won,Won,0,30000,100,Desogn_Service,Unknown,ICALPS,"Licences analog sur 3 mois
Licence simulation digitale sur 12 mois",Opportunity,45664.66229,45688,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7596,Licences Questa Prime,Sales Pipeline,Closed Won,Won,0,27000,100,Desogn_Service,Unknown,ICALPS,"- 4 pour 3 mois
- puis 8 pour 1 mois quand netlist finale disponible",Opportunity,45665.6994,45688,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7597,RADICUS - petite puce,Sales Pipeline,Closed Dead,Lost,0,70000,0,FTK,Unknown,ICALPS,"Evolution de la strategie pour basculer vers une puce = 1:4 circuit complet (qui est trop gros : risque pour assemblage et montage sur carte)
Avenant au contrat en cours avec quantification des travaux supplementaires (avec hypoth̬se d'arr̻t immediat (s02) des efforts pour GDSII grosse puce)",Opportunity,45667.35078,45716,3187,3296,31,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7600,ASIC,Sales Pipeline,Negotiate,Active,0,1850000,1,FTK,Unknown,ICALPS,2nde source,Opportunity,45672.46617,45961,22113,27860,27,Negotiate,En cours,14/07/2025,Standard mapping applied
7603,Diotima - ADC audio Delta-Sigma,Sales Pipeline,Closed Dead,Lost,0,400000,20,Desogn_Service,Unknown,ICALPS,Second source TI/ADI,Opportunity,45673.65236,45807,20942,25618,39,Design in,Perdue,14/07/2025,Moved to Closed Dead (lost status)
7607,SOMMERSET,Sales Pipeline,Design In,Active,0,1400000,25,Desogn_Service,Unknown,ICALPS,Dual M33 + corstone-021 + ...,Opportunity,45674.43475,45930,22114,27862,31,Negotiate,En cours,14/07/2025,Standard mapping applied
7609,WESAT-S130-IP,Sales Pipeline,On-Hold,On-Hold,0,44000,80,Desogn_Service,Unknown,ICALPS,Version hard de l'IP ReRAM,Opportunity,45684.39218,45716,18686,23167,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7610,WESAT-On65,Sales Pipeline,Closed Won,Won,0,95000,100,Desogn_Service,Unknown,ICALPS,Testchip en 65 de OnSemi,Opportunity,45684.39317,45757,18686,23167,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7611,Cendric investigations,Sales Pipeline,Closed Won,Won,0,25000,100,Desogn_Service,Unknown,ICALPS,Consulting,Opportunity,45684.42341,45755,4255,25670,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7612,ASIC automotive,Sales Pipeline,Negotiate,Active,0,5000000,1,FTK,Unknown,ICALPS,PM,Opportunity,45684.69381,45961,22116,27865,27,Negotiate,En cours,14/07/2025,Standard mapping applied
7614,High-Side Switch,Sales Pipeline,Closed Dead,Lost,0,1912000,5,FTK,Unknown,ICALPS,Famille de switch haute tension pour appli automobile,Opportunity,45686.68498,45744,20942,25618,39,Negotiate,Perdue,14/07/2025,Moved to Closed Dead (lost status)
7615,Wezen - 8 licences X100,Sales Pipeline,Closed Won,Won,0,25000,100,Desogn_Service,Unknown,ICALPS,"Soit pour 1 mois (WP1), soit pour 3 mois (WP2)
Seul WP2 comptabilise car plus credible",Opportunity,45688.60343,45716,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7616,PEGASUS - WP2 = ASIC Design month 4,Sales Pipeline,Closed Won,Won,0,160000,100,FTK,Unknown,ICALPS,Design only,Opportunity,45692.37161,45713,21085,26814,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7617,MIRZA - Avenant6,Sales Pipeline,Closed Won,Won,0,2346000,100,FTK,Unknown,ICALPS,"Reprise Rx + ajout ADC
+caracterisation Tx
+support integration syst̬me",Opportunity,45705.75787,45716,20946,25625,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7618,Embiez,Sales Pipeline,Design In,Active,0,1300000,50,Desogn_Service,Unknown,ICALPS,P&R GF 22,Opportunity,45708.39172,45869,20965,27871,27,Negotiate,En cours,14/07/2025,Standard mapping applied
7620,PEGASUS - WP2 = ASIC Design,Sales Pipeline,Closed Won,Won,0,320000,100,FTK,Unknown,ICALPS,Design only,Opportunity,45713.41845,45747,21085,26814,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
8622,Carac,Sales Pipeline,Qualified,Active,0,250000,30,Desogn_Service,Unknown,ICALPS,Besoin flot carac (idem projet EM),Opportunity,45736.50815,45869,4293,4608,27,Qualified,En cours,14/07/2025,Standard mapping applied
8624,ECC,Sales Pipeline,Closed Dead,Lost,0,25000,10,Desogn_Service,Unknown,ICALPS,Besoin ECC,Opportunity,45736.50943,45751,18686,23167,27,Design in,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
8625,CENDRIC investigation,Sales Pipeline,Closed Won,Won,0,25000,90,Desogn_Service,Unknown,ICALPS,"idem opportunite Continental, partage 50/50",Opportunity,45737.48959,45758,22131,27889,39,Identified,Gagnee,14/07/2025,Standard mapping applied
8626,ALCR Design support,Sales Pipeline,Identified,Active,0,450000,70,Desogn_Service,Unknown,ICALPS,"onsemi, represented by Brno Czech republic design center, is looking for subcontracting support for primary digital change of an existing design.",Opportunity,45737.4992,45838,22132,27890,39,Identified,En cours,14/07/2025,Standard mapping applied
8628,PEGASUS - WP2 = ASIC Design month 5,Sales Pipeline,Closed Won,Won,0,160000,100,FTK,Unknown,ICALPS,Design only,Opportunity,45744.65918,45747,21085,26814,39,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
8629,ZLARIN W1-WP3,Sales Pipeline,Negotiate,Active,0,40000000,5,FTK,Unknown,ICALPS,Design et supply suite etude faisabilite avec structuration partenariat design avec CG,Opportunity,45747.71721,46112,21067,25794,27,Negotiate,En cours,14/07/2025,Standard mapping applied
8630,CHARA-Test 40 pcs,Sales Pipeline,Closed Won,Won,0,5000,100,FTK,Unknown,ICALPS,"Test manuel au labo de 40 puces supplementaires + commande d'un socket de backup

Option socket de spare non retenue (3k��� de prix avec 2,2k��� de couts)",Opportunity,45747.7226,45754,3176,3277,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
8631,Vesuve - support caracterisation,Sales Pipeline,Closed Won,Won,0,108000,100,Desogn_Service,Unknown,ICALPS,"Au temps passe - 90 jours �� 1,2 k���
pour doc pour certification RNG, ROMGEN, et support carac VEsuve Rev-A et Rev-B",Opportunity,45758.71024,45807,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
8632,ASIC digital,Sales Pipeline,Negotiate,Active,0,1500000,10,FTK,Unknown,ICALPS,Interposeur audio,Opportunity,45764.39709,45898,4256,4458,27,Negotiate,En cours,14/07/2025,Standard mapping applied
8633,YILDIZ,Sales Pipeline,Closed Dead,Lost,0,125000,20,Desogn_Service,Unknown,ICALPS,P&R efpga,Opportunity,45764.3983,45807,21011,25726,27,Design in,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
8634,Daisy chain wafers,Sales Pipeline,Closed Dead,Lost,0,85000,80,Desogn_Service,Unknown,ICALPS,Wafer for assembly setup / short-loop / Bumping / daisy chains,Opportunity,45764.60509,45807,21085,26814,39,Design in,Perdue,14/07/2025,Moved to Closed Dead (lost status)
8635,toll ASIC,Sales Pipeline,Identified,Active,0,450000,5,FTK,Unknown,ICALPS,ASIC uLP pour tolling system,Opportunity,45792.47771,45835,22150,27902,39,Identified,En cours,14/07/2025,Standard mapping applied
8637,Driver uLED GAN,Sales Pipeline,Identified,Active,0,500000,1,Desogn_Service,Unknown,ICALPS,Cherche un DC pour le Driver. ST projet europeen,Opportunity,45799.45711,45982,2,27891,27,Identified,En cours,14/07/2025,Standard mapping applied
8638,QLC01,Sales Pipeline,Design in,Active,0,500000,20,Desogn_Service,Unknown,ICALPS,Support pour le design,Opportunity,45799.45818,45869,22142,27895,27,Design in,En cours,14/07/2025,Standard mapping applied
8639,Besoin support,Sales Pipeline,Identified,Active,0,144000,80,Desogn_Service,Unknown,ICALPS,1 verif et un design,Opportunity,45799.45921,45838,9103,10859,27,Identified,En cours,14/07/2025,Standard mapping applied
8641,Ventes GAP8,Sales Pipeline,Design Win,Active,0,100000,75,Production,Unknown,ICALPS,Distribution de GAP8 en stock,Opportunity,45799.69507,45900,22153,27907,31,Negotiate,En cours,14/07/2025,Standard mapping applied
8642,Ventes GAP9,Sales Pipeline,Design In,Active,0,600000,60,FTK,Unknown,ICALPS,"Distribution des GAP9 proprietes d'IC'Alps avec NewCo en mode agent.

Projection d'un besoin de 850k circuits sur 3,5 ans.
Ici opportunite que pour 2025 (et voir que nous arrivons �� demarrer le modus operandi convenu par MOU)",Opportunity,45799.69778,45930,22153,27907,31,Negotiate,En cours,14/07/2025,Standard mapping applied
8644,Test de 100 puces au labo + socket,Sales Pipeline,Closed Won,Won,0,15500,100,FTK,Unknown,ICALPS,"Car besoin de puces testees par Cairdac pour montage dans les capsules (100 ASAP pour juillet, et 100 en aout a priori)
Et commande d'une socket de rechange",Opportunity,45821.48839,45838,3176,27926,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
8645,Socket test Chara v1b,Sales Pipeline,Identified,Active,0,3000,90,FTK,Unknown,ICALPS,"suite au probl̬me sur le socket utilise, conformement �� l'offre d'avril",Opportunity,45821.49154,45838,3176,27926,31,Identified,En cours,14/07/2025,Standard mapping applied
8646,Support utilisation de Chara dans environnement ap,Sales Pipeline,Identified,Active,0,30000,90,Desogn_Service,Unknown,ICALPS,"Car plus aucun ingenieur chez Cairdac present depuis le depart ...
et donc besoin de rendre la phase actuelle de prise en mains plus efficace et comprendre comment activer Chara, ou contourner si des limitations detectees ...",Opportunity,45821.49284,45838,3176,3277,31,Identified,En cours,14/07/2025,Standard mapping applied
8647,Design incremental ADC,Sales Pipeline,Identified,Active,0,350000,5,Desogn_Service,Unknown,ICALPS,design service. Estimation �� confirmer 4 ingenieurs / 4 mois,Opportunity,45821.50822,45930,11625,24531,39,Identified,En cours,14/07/2025,Standard mapping applied
8648,Design services,Sales Pipeline,Identified,Active,0,320000,5,Desogn_Service,Unknown,ICALPS,layout analog 16 nmFF,Opportunity,45826.66461,45930,22167,27931,39,Identified,En cours,14/07/2025,Standard mapping applied
8649,1 licence X100 pour 6 mois,Sales Pipeline,Identified,Active,0,7000,90,FTK,Unknown,ICALPS,Nouvelle demande de licence X100,Opportunity,45832.35038,45838,2153,2217,31,Identified,En cours,14/07/2025,Standard mapping applied
8650,SABA-Phase preetude,Sales Pipeline,Identified,Active,0,45000,80,Desogn_Service,Unknown,ICALPS,Comprehension du projet pour chiffrage,Opportunity,45832.60435,45838,20973,25667,27,Identified,En cours,14/07/2025,Standard mapping applied
8651,SEM02,Sales Pipeline,Identified,Active,0,22000,50,Desogn_Service,Unknown,ICALPS,Support pendant reetude,Opportunity,45832.60569,45849,4293,4608,27,Identified,En cours,14/07/2025,Standard mapping applied
