record_id,deal_name,pipeline,deal_stage,deal_status,deal_amount,deal_forecast,deal_certainty,deal_type,deal_source,deal_brand,deal_notes,deal_category,deal_created_date,deal_close_date,deal_company_id,deal_contact_id,deal_owner,original_stage,original_status,processing_date,transformation_notes
6054,MIRA-ACQ: pi̬ce meca et Daisy Chain,Sales Pipeline,Closed Won,Won,0,9000,100,FTK,Unknown,ICALPS,"offre pour 
pi̬ce meca : 9k���
Daisy chain : 16 k���
hold �� contact : 0���",Opportunity,43566.41414,43585,3179,4726,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6055,projet VIPER,Sales Pipeline,Closed Dead,Lost,0,100000,1,Desogn_Service,Unknown,ICALPS,"portage GF 130 > TOWER 130

Circuit analog en boucle ferme, capteur angulaire Magnetique
Plus de nouvelle de ce circuit",Opportunity,43580.42148,43921,9061,13814,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6056,Migration ASIC,Studies Pipeline,On-Hold,On-Hold,0,45000,50,Preetude,Unknown,ICALPS,Migration ASIC digital,Study,43600.39699,43769,1057,1014,27,Identification,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6058,RFI ASIC,Sales Pipeline,Closed Dead,Lost,0,1800000,10,FTK,Unknown,ICALPS,Possibilite reprise circuit HMT,Opportunity,43600.39869,43707,9050,10767,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6059,VIMES,Sales Pipeline,On-Hold,On-Hold,0,500000,50,FTK,Unknown,ICALPS,Asic pour imprimante,Opportunity,43600.39965,43921,12086,14975,27,Negotiate,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6061,Migration Std cell,Sales Pipeline,Closed Won,Won,0,149000,100,Desogn_Service,Unknown,ICALPS,"Portage 2 bilitoh̬que Asynchrone en 
* GF22nm 
* TSMC 16FFC",Opportunity,43607.65868,44042,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6063,KHARA,Sales Pipeline,On-Hold,On-Hold,0,50000,30,FTK,Unknown,ICALPS,Conception ASIC : AFE + DAC. Preetude,Opportunity,43608.66574,44012,9135,14215,27,Negotiate,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6064,ACAMAR : FPGA,Sales Pipeline,Closed Won,Won,24000,24000,100,Desogn_Service,Unknown,ICALPS,Conception FPGA demo,Opportunity,43608.66686,43627,1076,1119,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6065,Support: Diagnostic PMIC,Sales Pipeline,Closed Dead,Lost,0,70000,1,Desogn_Service,Unknown,ICALPS,"Sur un biz model au temps passe

2 morceaux
- analyse schema + simu (30 k)
- dev env mesure + realisation des mesure (30 k)
- 10 k appro board de test

PERDUE : projection de volume trop faible ne justifiant pas l'investissement dans un diagnostic payant.",Opportunity,43613.42579,43677,7988,17042,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6066,Pi̬ces et carte sup,Sales Pipeline,Closed Won,Won,6750,6750,100,FTK,Unknown,ICALPS,demandes complementaires,Opportunity,43627.42469,43627,1076,1119,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6068,Etude faisabilite,Sales Pipeline,Closed Dead,Lost,0,50000,1,FTK,Unknown,ICALPS,ASIC traitement du signal,Opportunity,43636.47464,44561,12062,14934,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6069,EM01,Sales Pipeline,On-Hold,On-Hold,26200,26200,50,Desogn_Service,Unknown,ICALPS,"Besoin un layouteur 2 mois

A une ressource interne qui s'est liberee",Opportunity,43650.39809,43707,7980,18074,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6070,ACAMAR - Tranches remplacement,Sales Pipeline,Closed Won,Won,33000,33000,100,FTK,Unknown,ICALPS,Remplacement des tranches detruites durant la production,Opportunity,43650.48399,43677,1076,1119,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6071,Industrialisation : ASIC neuromorphic,Sales Pipeline,Closed Dead,Lost,0,2350000,1,FTK,Unknown,ICALPS,"Phase 2 : industrialisation
=> Pas de visiblite sur l'indus... trop loin.",Opportunity,43654.59373,44617,3175,4728,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6075,design BlueNRG - Regu APMU-LP,Sales Pipeline,Closed Won,Won,0,61500,100,Desogn_Service,Unknown,ICALPS,Design du LDO APMU-LP - regu qui alimente la partie always-on de leur gamme de circuit BlueNRG.,Opportunity,43654.60622,43763,11945,18078,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6076,acc̬s license calibre,Sales Pipeline,Closed Won,Won,2000,2000,100,Desogn_Service,Unknown,ICALPS,Besoin pour 2 semaines,Opportunity,43689.41981,43703,14146,17058,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6077,ACAMAR : complement FPGA,Sales Pipeline,Closed Won,Won,12000,12000,100,Desogn_Service,Unknown,ICALPS,Offre pour FPGA 15 j,Opportunity,43717.51741,43738,1076,1119,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6078,Extension Devis D-Saturn,Sales Pipeline,Closed Won,Won,0,155000,100,Desogn_Service,Unknown,ICALPS,"Le perim̬tre �� change :
Des fonction en plus, des modification de specifications : 155 k��� ( 85 k��� dej�� commandes)",Opportunity,43726.63333,43798,9061,13814,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6079,Bloc Analog: Clock generator,Sales Pipeline,Closed Dead,Lost,0,50000,0,Desogn_Service,Unknown,ICALPS,"Design d'un bloc en VIS 130 nm 
devis 12 M.w

Finalement, sera fait en interne chez Crocus",Opportunity,43726.63567,43769,9061,13814,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6082,ACQ2G: nouveau perim̬tre,Studies Pipeline,Closed Won,Won,0,66000,100,Preetude,Unknown,ICALPS,"Nouveau perim̬tre.
75 k��� reportes de la precedente offre + 66 k��� d'extension de budget",Study,43756.64242,43756,3179,3284,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6083,GRENAT,Sales Pipeline,Closed Won,Won,2038500,2038000,100,FTK,Unknown,ICALPS,Implementation physique et SC,Opportunity,43761.50321,43861,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6088,ACAMAR FPGA (fonction sup),Sales Pipeline,On-Hold,On-Hold,0,7500,90,Desogn_Service,Unknown,ICALPS,Fonction supplementaire du FPGA,Opportunity,43790.49326,44196,1076,1119,27,Negotiate,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6090,Pre-etude PULSE v2,Studies Pipeline,Closed Dead,Lost,0,0,1,Preetude,Unknown,ICALPS,"Pre-etude pour une deuxi̬me version de PULSE.
Objectif : Reduction de taille, reduction de consommation

Sera �� faire sur Mars, Avril, Mai 2020 => decalee car changement de priorite

=>Pas d'actualite �� fin 2020. probablement remis �� 2022 ou plus tard.",Study,43794.58289,44377,3179,3284,27,Identification,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6091,Reprise PULSE,Sales Pipeline,Closed Won,Won,0,155000,100,FTK,Unknown,ICALPS,"Reprise du circuit PULSE v1.1 suite preetude.
Option Mfix et Reprise",Opportunity,43794.5841,44253,3179,3284,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6092,Reprise ACQ,Sales Pipeline,Closed Won,Won,0,199000,100,FTK,Unknown,ICALPS,proposition Mfix et Reprise de ACQ.,Opportunity,43794.58481,44253,3179,3284,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6093,Gemma,Sales Pipeline,Closed Won,Won,57000,57000,100,Desogn_Service,Unknown,ICALPS,Consulting,Opportunity,43804.3956,43845,10391,19199,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6095,ASIC NEKKAR,Sales Pipeline,Closed Dead,Lost,0,985000,1,FTK,Unknown,ICALPS,"Developpement ASIC Analogique suite etude de faisabilite
---
Le cout d'un ASIC n'est pas justifie car les volume sont trop faible et le ROI ne serait pas assure.
Pas de contrainte technique dure suffisante pour justifier le cout de developpement.

Serait envisageable pour la 2̬me generation du DM visant la pediatrie et o�? les contraintes de taille du DM seraient importantes.",Opportunity,43815.46424,44012,4196,4303,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6097,PYX01: Consulting Services,Sales Pipeline,Closed Won,Won,0,23500,100,Desogn_Service,Unknown,ICALPS,"Regie layout Backend

35 jours de presta �� 580 ���",Opportunity,43846.40647,43861,9016,10684,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6099,ASICALPS,Sales Pipeline,On-Hold,On-Hold,0,120000,50,FTK,Unknown,ICALPS,Sous traitance dans le cadre du projet IPCEI pour le design et l'implementation d'un ASIC MCU ultra low power en ST 28 FDSOI.,Opportunity,43866.68477,44012,3176,3278,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6101,EPSILON Preetude,Studies Pipeline,Closed Dead,Lost,0,40000,1,Preetude,Unknown,ICALPS,"Etude de faisabilite pour implant orthopedique pour surveillance de la cicatrisation des os.
--
ASIC pas considere pour l'instant = Abandonnee",Study,43866.68785,45565,17253,19242,27,Qualifiee,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6103,EM02,Sales Pipeline,On-Hold,On-Hold,0,52000,30,Desogn_Service,Unknown,ICALPS,Besoin de 2 logic et un layout pour 2 mois,Opportunity,43880.40157,44134,7980,9578,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6104,SUBRA - Preetude ADC,Studies Pipeline,On-Hold,On-Hold,0,67000,80,Preetude,Unknown,ICALPS,Preetude ADC high resolution,Study,43880.40466,43921,1071,1041,27,Identification,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6105,SUBRA - preetude SoC,Studies Pipeline,On-Hold,On-Hold,0,40000,50,Preetude,Unknown,ICALPS,Preetude SoC,Study,43880.40569,44043,1071,1041,27,Identification,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6107,TOLIMAN - Preetude,Studies Pipeline,Closed Dead,Lost,0,40000,20,Preetude,Unknown,ICALPS,Preetude projet ASIC,Study,43880.4122,44286,6899,8408,27,Construction propositions,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6108,TOLIMAN - Design,Sales Pipeline,Closed Dead,Lost,0,2200000,10,FTK,Unknown,ICALPS,Design ASIC,Opportunity,43880.41302,44561,6899,8408,27,Qualified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6109,STAR01,Sales Pipeline,On-Hold,On-Hold,0,286650,90,Desogn_Service,Unknown,ICALPS,Testchip en 28FDSOI,Opportunity,43880.41466,43921,4287,19251,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6113,PYX02: regie dev digital,Sales Pipeline,Closed Dead,Lost,0,55000,1,Desogn_Service,Unknown,ICALPS,2 �� 3 personnes sur 2 mois en developpement digital,Opportunity,43881.41764,44012,9016,10684,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6114,Salle CC,Sales Pipeline,Closed Won,Won,0,45000,100,Desogn_Service,Unknown,ICALPS,mise  en place salle CC,Opportunity,43881.44008,44034,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6116,LEM01,Sales Pipeline,Closed Won,Won,1500,1500,100,Desogn_Service,Unknown,ICALPS,Audit verification,Opportunity,43894.49593,43894,17279,19302,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6118,TEGMEN,Sales Pipeline,On-Hold,On-Hold,0,160000,50,Desogn_Service,Unknown,ICALPS,DAC 12 bits,Opportunity,43937.40427,44012,1074,19291,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6119,SUALOCIN,Studies Pipeline,Closed Dead,Lost,0,32000,1,Preetude,Unknown,ICALPS,Preetude,Study,43937.40551,44707,15157,18080,27,Qualifiee,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6120,VEGA-IP,Sales Pipeline,Closed Won,Won,285000,285000,100,Desogn_Service,Unknown,ICALPS,Reprise IP vitec,Opportunity,43937.40648,43962,1119,1149,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6121,ALE01,Sales Pipeline,Closed Won,Won,2000,2000,100,Desogn_Service,Unknown,ICALPS,presta Layout,Opportunity,43937.40948,43980,1076,19315,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6123,Soustraitance Projet Europeen,Sales Pipeline,Closed Dead,Lost,0,1000000,1,Desogn_Service,Unknown,ICALPS,Developpement nouvelle architecture et livraison des pi̬ces,Opportunity,43941.41549,44196,1076,19308,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6124,ASIC en obsolecence,Sales Pipeline,Closed Dead,Lost,0,660000,0,FTK,Unknown,ICALPS,"Remplacement d'un composant obsol̬te

Pour du militaire ou spatial => cycle decision long
Client abandonne l'idee d'un ASIC... 
Essaye de voir si d'autre fonction peuvent ̻tre integree.",Opportunity,43941.45758,44196,17265,19269,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6125,nouvelle etude,Studies Pipeline,Closed Dead,Lost,0,0,1,Preetude,Unknown,ICALPS,Pas d'etude,Study,43941.46424,44377,3175,4728,27,Identification,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6127,SEM01,Sales Pipeline,Closed Won,Won,36000,36000,100,Desogn_Service,Unknown,ICALPS,Prestation Thomas,Opportunity,43955.69604,43955,4293,4608,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6129,Grenat - Avenant 1,Sales Pipeline,Closed Won,Won,0,26000,100,FTK,Unknown,ICALPS,Developpement des boitiers,Opportunity,43979.60682,43997,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6131,P&R IP TESIC TSMC 16 nm & GF22,Sales Pipeline,Closed Won,Won,0,88000,100,Desogn_Service,Unknown,ICALPS,Implementation d'un IP en TSMC 16nm,Opportunity,43979.6186,44012,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6132,ASIC pour Abbott,Sales Pipeline,Closed Won,Won,0,3440000,100,FTK,Unknown,ICALPS,"ASIC ultrason PZT

Demarrage possible sur 2020 mais decision du client final �� prevoir plutot debut 2021.",Opportunity,43979.6301,44286,3187,19954,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6133,ALE01-1,Sales Pipeline,Closed Won,Won,0,1000,100,Desogn_Service,Unknown,ICALPS,Ajout 2 jours suite modif spec,Opportunity,43998.62124,43999,1076,19315,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6134,Grenat - Avenant 2,Sales Pipeline,Closed Won,Won,49500,49500,100,FTK,Unknown,ICALPS,FLL,Opportunity,44013.48907,44013,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6135,SEM01-1,Sales Pipeline,Closed Won,Won,36000,36000,100,Desogn_Service,Unknown,ICALPS,Suite mission Thomas,Opportunity,44013.50194,44013,4291,4604,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6136,Grenat - Avenant 3,Sales Pipeline,Closed Won,Won,0,736500,100,FTK,Unknown,ICALPS,Surcout industrialisation,Opportunity,44061.41573,44061,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6140,MAIA1,Sales Pipeline,Closed Won,Won,20000,20000,100,Desogn_Service,Unknown,ICALPS,P&R en 22FDX (Draft GDSII),Opportunity,44091.48946,44135,4345,4750,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6141,Preetude,Studies Pipeline,Closed Dead,Lost,0,0,20,Preetude,Unknown,ICALPS,2 fonctions �� mettre sur un ASIC,Study,44091.4933,44926,1100,1115,27,Qualifiee,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6143,BEEMIN,Sales Pipeline,Closed Won,Won,0,720000,100,Desogn_Service,Unknown,ICALPS,A un projet avec 2 MCU ARM,Opportunity,44091.59337,44439,1072,19803,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6145,SEM01-2,Sales Pipeline,Closed Won,Won,0,36000,100,Desogn_Service,Unknown,ICALPS,"Consulting Th. Gallay, Nov'20-Jan'21",Opportunity,44118.6841,44118,4291,4604,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6146,Grenat - Avenant 4,Sales Pipeline,Closed Won,Won,118500,118500,100,FTK,Unknown,ICALPS,Surco��t decalage,Opportunity,44119.4533,44127,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6147,MIMOSA,Sales Pipeline,Closed Dead,Lost,0,450000,10,FTK,Unknown,ICALPS,Tache P&R via RedTree,Opportunity,44119.46054,44225,17517,19858,27,Qualified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6151,Pre-etude syst̬me piezo audio,Studies Pipeline,Closed Dead,Lost,0,0,1,Preetude,Unknown,ICALPS,"Etude pour voir si inter̻t electronique specifique pour leur capteur Piezo pour ecoute des bruits du coeurs en audio.
Probablement pas de mouvement en 2021",Study,44120.74494,44617,17490,19857,27,Identification,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6153,KHAN,Sales Pipeline,On-Hold,On-Hold,0,5000000,50,FTK,Unknown,ICALPS,Projet ASIC + SCM  RF+ARM,Opportunity,44153.5063,44253,17533,19895,27,Identified,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6157,Diagnostic PMU,Sales Pipeline,Closed Won,Won,0,34000,100,Desogn_Service,Unknown,ICALPS,"test du proto PMU de Cairdac (chip designe par Shortlink + universite)

Mod̬le au temps passe.",Opportunity,44154.40535,44162,3176,3278,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6159,SEM01-3,Sales Pipeline,Closed Won,Won,0,36000,100,Desogn_Service,Unknown,ICALPS,Prolongation mission Thomas G jusqu'au 30 avril,Opportunity,44181.41119,44232,4291,4604,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6160,MAIA2,Sales Pipeline,Closed Dead,Lost,0,95000,10,Desogn_Service,Unknown,ICALPS,Automatisation du flot de P&R,Opportunity,44181.41233,44742,4345,4750,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6161,MAIA3,Sales Pipeline,Closed Dead,Lost,0,650000,1,Desogn_Service,Unknown,ICALPS,"Projet en 28FDSOI pour un demonstrateur complet

WP1- eFPGA IP (40 000 LCs avec 4 clocks et 1MB de RAM) physical implementation RTL->GDDSII
�ۢ	Estimated Timeline : 2/3 mois
�ۢ	Estimated Price : 95 k���
�ۢ	Hypothesis : Scripts provided by Menta / DfT on Synopsys tool (DfT max and TetraMax) / work in secure space

WP2 ���Demonstrator design
�ۢ	Estimated Timeline : 3/4 mois
�ۢ	Estimated Price : 155 k��� 
�ۢ	This price does not include the price for IP coming from ST (PLL 500MHz) 
�ۢ	Hypothesis: Free access to DK 28FDSOI (standard cells,IO, memories) / No power regulator inside the testchip / Work in secure space (dedicated server)

WP3 - Demonstrator supply management
�ۢ	Estimated Timeline : 6 months
�ۢ	Estimated Price : 290 k��� to 340 k��� 
o	Including Silicon fabrication (through CMP ��� 2 MPW per year ��� for information in 2021 in March & Sept) : from 260 k��� (IP eFPGA 40k LC / 1MB RAM) to 310 k��� (IP eFPGA 50k LC/ 4MB RAM)  
o	Including a first estimation for packaging price (WireBonding / without package identification)",Opportunity,44181.41337,44561,4345,4750,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6162,Grenat - Avenant 5,Sales Pipeline,Closed Won,Won,0,251000,100,FTK,Unknown,ICALPS,"Mise �� jour pour industrialisation (45 layers, ES proto, simu EM...",Opportunity,44181.42375,44218,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6164,NUNKI,Sales Pipeline,Closed Won,Won,0,170000,100,Desogn_Service,Unknown,ICALPS,P&R pour le projet Facebook du cluster venant de l'ETHZ,Opportunity,44215.71994,44301,17525,19881,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6165,MIMOSA,Sales Pipeline,Closed Won,Won,0,853000,100,FTK,Unknown,ICALPS,"Projet ASIC bancaire avec 4 SERDES et IP MOSAIC
Doit trouver un financement pour l'ASIC et contractualisation probablement compliquee (avec exclusivite et n'apprecie pas de payer un Rep)",Opportunity,44215.72705,44820,17556,19942,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6168,NASH : ASIC MOX,Sales Pipeline,Closed Dead,Lost,0,1900000,10,FTK,Unknown,ICALPS,"Plut̫t �� moyen terme - levee de fond (prevue en sept 2021) necessaire pour avancer.

BQ envoyee le 22/12/22",Opportunity,44218.41277,45806,17506,19838,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6169,Avenant reprise CHARA,Sales Pipeline,Closed Won,Won,0,1515000,100,FTK,Unknown,ICALPS,Avenant pour la reprise - suite du developpement,Opportunity,44238.4823,44225,3176,3278,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6171,LESATH,Sales Pipeline,Closed Won,Won,0,240000,100,Desogn_Service,Unknown,ICALPS,design & P&R,Opportunity,44252.37968,44407,7965,9540,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6176,Demonstrateur GF 22 nm,Sales Pipeline,Closed Won,Won,0,70000,100,Desogn_Service,Unknown,ICALPS,"Contrat signe pour Realisation d'un demonstrateur en GF22 sur base de RISC V
Commande OK pour mission gregoire (43 k���) 
Reste le test chip en GF 22",Opportunity,44252.41412,44377,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6178,Grenat - Avenant 6,Sales Pipeline,Closed Won,Won,0,-72844,100,FTK,Unknown,ICALPS,"Update prix masque et wafer avec taux en dollar actuel
Travaux de mars",Opportunity,44267.50698,44270,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6179,VEZAD,Sales Pipeline,Closed Won,Won,0,80000,100,Desogn_Service,Unknown,ICALPS,Design + P&R digital block,Opportunity,44272.63556,44316,17566,19963,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6183,RFQ flash & voter,Sales Pipeline,Closed Dead,Lost,0,250000,5,Desogn_Service,Unknown,ICALPS,"Please consider this RFQ as confidential.

We need to know if you have the capability to design and to provide wafer for similar memory (see attached data sheet) or an alternative with a dice for majority vote.

It is for space application so no SEL and low probability for SEU
My customer wants to use this memory to configurate an another parts (FPGA) : their parts are configured by loading the bitstream into internal configuration memory using one of these following modes: 
�ۢ JTAG, 
�ۢ Slave Parallel 8bits, 
�ۢ Slave SpaceWire, compliant ECSS-E-ST-50-12C link, 
�ۢ Master SPI, compliant with SPI JESD68.01, 
�ۢ Master Dump. 

What is the cost for this design (Rough estimation) and to produce low quantity of dice (1000-2000). Assembly and test done by ATN.

Another scenario is to use memory dice  from ISSI (3 dice inside a module) but with a fourth dice to implement majority vote of the 3 memories (to be designed by IC Alps up to wafer delivery). 

Rough estimation is requested as this customer will analyze different approachs",Opportunity,44294.66571,44865,17265,19269,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6184,WIS01,Sales Pipeline,Closed Won,Won,0,7000,100,Desogn_Service,Unknown,ICALPS,Conseil layout et flot,Opportunity,44301.36008,44301,15153,18072,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6187,SEM01-5,Sales Pipeline,Closed Won,Won,0,24000,100,Desogn_Service,Unknown,ICALPS,Prolongation Thomas,Opportunity,44320.6409,44323,4293,4613,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6189,ASIC pour driver LED,Sales Pipeline,Closed Dead,Lost,0,4500000,5,FTK,Unknown,ICALPS,"Travaille en ce moment sur l'architecture de leur chip.
Design start prevu en mi-2022
Devrait revenir vers nous pour consultation �� debut 2022.",Opportunity,44326.6272,44820,18597,22002,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6190,Grenat - Avenant 7,Sales Pipeline,Closed Won,Won,0,120000,100,FTK,Unknown,ICALPS,Avenant travaux avril - mai et reecriture paragraphe 3.9 pour export,Opportunity,44327.58709,44327,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6192,PHAD P&R,Sales Pipeline,Closed Won,Won,0,48000,100,Desogn_Service,Unknown,ICALPS,"P&R sur design easics
1 dry-run
2 �� 3 netlists
en TSMC40 nm",Opportunity,44336.39696,44545,17581,19980,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6193,Support synth̬se,Sales Pipeline,Closed Dead,Lost,0,40000,1,Desogn_Service,Unknown,ICALPS,Besoin de support synth̬se pour 4-6 mois,Opportunity,44336.39846,44377,4710,22005,27,Design in,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6194,EDASICH WP2-spec,Studies Pipeline,On-Hold,On-Hold,0,170000,50,Preetude,Unknown,ICALPS,"ASIC avec SERDES, eFPGA accronix et IP ENYX. Qques 100̬nes �� livrer

LEADS REDTREE",Study,44336.40003,45289,5745,6988,27,Identification,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
6195,Avenant 5 - MIRA-PULSE,Sales Pipeline,Closed Won,Won,0,205000,100,FTK,Unknown,ICALPS,Avenant 5 couvrant les preprise complementaire et le jeu de masque SLM.,Opportunity,44350.64961,44336,3179,3284,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6196,Prestation Design Syntheses Tiempo,Sales Pipeline,Closed Won,Won,0,36000,100,Desogn_Service,Unknown,ICALPS,"Gregoire pour une prestation de synth̬se et DFT sur le test chip GF 22

720 ��� / jours sur 50 jours",Opportunity,44351.60726,44284,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6199,SEM01-6,Sales Pipeline,Closed Won,Won,0,14400,100,Desogn_Service,Unknown,ICALPS,Prolongation juin Thomas,Opportunity,44371.71193,44371,4291,4604,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6201,TALITA & THETA TSMC 22nm,Sales Pipeline,Closed Won,Won,0,118000,100,Desogn_Service,Unknown,ICALPS,"TALITA: dev de biblioth̬que ASC (identique TSMC 16nm) en TSMC 22nm
THETA : P&R de TESIC+MRAM en TSMC 22nm MRAM",Opportunity,44400.43075,44727,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6207,Equipe dediee,Sales Pipeline,Closed Won,Won,0,1200000,100,Desogn_Service,Unknown,ICALPS,"Equipe de 1 architecte + 3 analog + 1 layout
avec possibilite de comlpements selon les travaux
Mise en place sur Q4'21 avec equipe compl̬te visee pour fin 2021
et engagement de 2 ans de Crocus",Opportunity,44427.40767,44439,9061,13814,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6210,CALX : preetude,Studies Pipeline,Closed Won,Won,0,40000,100,Preetude,Unknown,ICALPS,ASIC avec ARM et analogique,Study,44427.43338,44865,18621,22041,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
